Configuração,Seed,Fold,Acc,Prec,Rec,F1,Arquivo
Breast+Marker,15,0,0.8958,0.8,0.9412,0.8649,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t15_Frontal.txt
Breast+Marker,16,0,0.8235,0.75,0.7895,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t16_Frontal.txt
Breast+Marker,17,0,0.9,0.8889,0.8421,0.8649,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t17_Frontal.txt
Breast+Marker,18,0,0.8824,0.8095,0.8947,0.85,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t18_Frontal.txt
Breast+Marker,19,0,0.9583,0.8947,1.0,0.9444,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t19_Frontal.txt
Breast+Marker,20,0,0.8511,0.75,0.8,0.7742,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t20_Frontal.txt
Breast+Marker,21,0,0.7917,0.6364,0.875,0.7368,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t21_Frontal.txt
Breast+Marker,22,0,0.7647,0.8125,0.5909,0.6842,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t22_Frontal.txt
Breast+Marker,23,0,0.8571,0.7778,0.8235,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t23_Frontal.txt
Breast+Marker,24,0,0.9167,0.8421,0.9412,0.8889,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t24_Frontal.txt
Breast+Marker,25,0,0.8824,0.8182,0.9,0.8571,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t25_Frontal.txt
Breast+Marker,26,0,0.8846,0.8077,0.9545,0.875,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t26_Frontal.txt
Breast+Marker,27,0,0.8235,0.8235,0.7,0.7568,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t27_Frontal.txt
Breast+Marker,28,0,0.8125,0.8333,0.5882,0.6897,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t28_Frontal.txt
Breast+Marker,29,0,0.7917,0.7692,0.5882,0.6667,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSeg2classes_17_01_t29_Frontal.txt
YBreastSegmentation,0,0,0.8163,0.7143,0.8333,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t0_Frontal.txt
YBreastSegmentation,1,0,0.9,0.8947,0.85,0.8718,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t1_Frontal.txt
YBreastSegmentation,2,0,0.8627,0.7826,0.9,0.8372,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t2_Frontal.txt
YBreastSegmentation,3,0,0.8776,0.8824,0.7895,0.8333,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t3_Frontal.txt
YBreastSegmentation,4,0,0.8163,0.75,0.7895,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t4_Frontal.txt
YBreastSegmentation,5,0,0.8333,0.8,0.7059,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t5_Frontal.txt
YBreastSegmentation,6,0,0.8627,1.0,0.65,0.7879,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t6_Frontal.txt
YBreastSegmentation,7,0,0.7755,0.9,0.4737,0.6207,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t7_Frontal.txt
YBreastSegmentation,8,0,0.8571,0.8571,0.7059,0.7742,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t8_Frontal.txt
YBreastSegmentation,9,0,0.8235,0.7391,0.85,0.7907,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t9_Frontal.txt
YBreastSegmentation,10,0,0.94,0.9444,0.8947,0.9189,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t10_Frontal.txt
YBreastSegmentation,11,0,0.86,0.8421,0.8,0.8205,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t11_Frontal.txt
YBreastSegmentation,12,0,0.7347,0.6316,0.6667,0.6486,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t12_Frontal.txt
YBreastSegmentation,13,0,0.75,0.6667,0.5882,0.625,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t13_Frontal.txt
YBreastSegmentation,14,0,0.74,0.619,0.7222,0.6667,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t14_Frontal.txt
YBreastSegmentation,15,0,0.74,0.6667,0.5556,0.6061,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t15_Frontal.txt
YBreastSegmentation,16,0,0.7959,0.7222,0.7222,0.7222,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t16_Frontal.txt
YBreastSegmentation,17,0,0.8654,0.8421,0.8,0.8205,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t17_Frontal.txt
YBreastSegmentation,18,0,0.8125,0.7059,0.75,0.7273,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t18_Frontal.txt
YBreastSegmentation,19,0,0.9412,0.9412,0.8889,0.9143,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t19_Frontal.txt
YBreastSegmentation,20,0,0.8431,0.9286,0.65,0.7647,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t20_Frontal.txt
YBreastSegmentation,21,0,0.8,0.7647,0.6842,0.7222,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t21_Frontal.txt
YBreastSegmentation,22,0,0.8367,0.7143,0.8824,0.7895,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t22_Frontal.txt
YBreastSegmentation,23,0,0.8235,0.7273,0.8421,0.7805,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t23_Frontal.txt
YBreastSegmentation,24,0,0.8,0.6667,0.8235,0.7368,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t24_Frontal.txt
YBreastSegmentation,25,0,0.8571,0.7727,0.8947,0.8293,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t25_Frontal.txt
YBreastSegmentation,26,0,0.8333,0.8,0.7059,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t26_Frontal.txt
YBreastSegmentation,27,0,0.7959,0.7059,0.7059,0.7059,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t27_Frontal.txt
YBreastSegmentation,28,0,0.898,0.9286,0.7647,0.8387,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t28_Frontal.txt
YBreastSegmentation,29,0,0.8302,0.8095,0.7727,0.7907,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSegYolo_09_01_t29_Frontal.txt
WithoutTag,0,0,0.7959,0.7,0.7778,0.7368,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t0_Frontal.txt
WithoutTag,1,0,0.84,0.8571,0.6667,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t1_Frontal.txt
WithoutTag,2,0,0.78,0.7368,0.7,0.7179,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t2_Frontal.txt
WithoutTag,3,0,0.7551,0.6875,0.6111,0.6471,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t3_Frontal.txt
WithoutTag,4,0,0.8846,0.8696,0.8696,0.8696,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t4_Frontal.txt
WithoutTag,5,0,0.8824,0.85,0.85,0.85,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t5_Frontal.txt
WithoutTag,6,0,0.84,0.8235,0.7368,0.7778,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t6_Frontal.txt
WithoutTag,7,0,0.8333,0.75,0.75,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t7_Frontal.txt
WithoutTag,8,0,0.78,0.75,0.7143,0.7317,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t8_Frontal.txt
WithoutTag,9,0,0.7917,0.6818,0.8333,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t9_Frontal.txt
WithoutTag,10,0,0.7755,0.64,0.8889,0.7442,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t10_Frontal.txt
WithoutTag,11,0,0.8269,0.8333,0.7143,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t11_Frontal.txt
WithoutTag,12,0,0.9,0.8571,0.9,0.878,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t12_Frontal.txt
WithoutTag,13,0,0.84,0.8,0.8,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t13_Frontal.txt
WithoutTag,14,0,0.8431,0.7647,0.7647,0.7647,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t14_Frontal.txt
WithoutTag,15,0,0.7917,0.7692,0.5882,0.6667,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t15_Frontal.txt
WithoutTag,16,0,0.898,0.8421,0.8889,0.8649,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t16_Frontal.txt
WithoutTag,17,0,0.8039,0.7143,0.7895,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t17_Frontal.txt
WithoutTag,18,0,0.8776,0.8824,0.7895,0.8333,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t18_Frontal.txt
WithoutTag,19,0,0.8298,0.6364,1.0,0.7778,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t19_Frontal.txt
WithoutTag,20,0,0.78,0.7222,0.6842,0.7027,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t20_Frontal.txt
WithoutTag,21,0,0.7755,0.6842,0.7222,0.7027,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t21_Frontal.txt
WithoutTag,22,0,0.88,0.8947,0.8095,0.85,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t22_Frontal.txt
WithoutTag,23,0,0.8163,0.8,0.6667,0.7273,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t23_Frontal.txt
WithoutTag,24,0,0.8511,0.8333,0.6667,0.7407,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t24_Frontal.txt
WithoutTag,25,0,0.8,0.9167,0.55,0.6875,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t25_Frontal.txt
WithoutTag,26,0,0.8571,0.7143,0.9375,0.8108,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t26_Frontal.txt
WithoutTag,27,0,0.7959,0.7059,0.7059,0.7059,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t27_Frontal.txt
WithoutTag,28,0,0.8542,0.8571,0.7059,0.7742,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t28_Frontal.txt
WithoutTag,29,0,0.7647,0.6538,0.85,0.7391,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetSemMarcador_09_01_t29_Frontal.txt
FixedSize,0,0,0.92,0.8947,0.8947,0.8947,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t0_Frontal.txt
FixedSize,1,0,0.8367,0.75,0.8333,0.7895,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t1_Frontal.txt
FixedSize,2,0,0.8113,0.8333,0.6818,0.75,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t2_Frontal.txt
FixedSize,3,0,0.8367,0.7273,0.8889,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t3_Frontal.txt
FixedSize,4,0,0.8039,0.8,0.7273,0.7619,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t4_Frontal.txt
FixedSize,5,0,0.8235,0.75,0.7895,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t5_Frontal.txt
FixedSize,6,0,0.8542,0.7778,0.8235,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t6_Frontal.txt
FixedSize,7,0,0.7959,0.7692,0.5882,0.6667,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t7_Frontal.txt
FixedSize,8,0,0.8125,0.7857,0.6471,0.7097,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t8_Frontal.txt
FixedSize,9,0,0.8571,0.7391,0.9444,0.8293,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t9_Frontal.txt
FixedSize,10,0,0.88,0.8421,0.8421,0.8421,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t10_Frontal.txt
FixedSize,11,0,0.9,0.875,0.8235,0.8485,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t11_Frontal.txt
FixedSize,12,0,0.8235,0.7273,0.8421,0.7805,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t12_Frontal.txt
FixedSize,13,0,0.8,0.7273,0.8,0.7619,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t13_Frontal.txt
FixedSize,14,0,0.898,0.8333,0.8824,0.8571,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t14_Frontal.txt
FixedSize,15,0,0.8542,0.7895,0.8333,0.8108,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t15_Frontal.txt
FixedSize,16,0,0.84,0.8235,0.7368,0.7778,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t16_Frontal.txt
FixedSize,17,0,0.9167,0.875,0.875,0.875,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t17_Frontal.txt
FixedSize,18,0,0.8235,0.7273,0.8421,0.7805,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t18_Frontal.txt
FixedSize,19,0,0.8163,0.75,0.7895,0.7692,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t19_Frontal.txt
FixedSize,20,0,0.92,0.8947,0.8947,0.8947,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t20_Frontal.txt
FixedSize,21,0,0.8958,0.7895,0.9375,0.8571,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t21_Frontal.txt
FixedSize,22,0,0.8302,0.8182,0.7826,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t22_Frontal.txt
FixedSize,23,0,0.8235,0.7083,0.8947,0.7907,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t23_Frontal.txt
FixedSize,24,0,0.9423,0.95,0.9048,0.9268,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t24_Frontal.txt
FixedSize,25,0,0.88,0.9412,0.7619,0.8421,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t25_Frontal.txt
FixedSize,26,0,0.8431,0.8,0.8,0.8,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t26_Frontal.txt
FixedSize,27,0,0.84,0.7407,0.9524,0.8333,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t27_Frontal.txt
FixedSize,28,0,0.7755,0.64,0.8889,0.7442,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t28_Frontal.txt
FixedSize,29,0,0.8824,0.8182,0.9,0.8571,Resultados30ModelosSeedsIndependentes/Vgg16/Vgg_AUG_CV_DatasetTagFixedTam_09_01_t29_Frontal.txt
